,Final Right Radius (RRRf),Final Left Radius (RLf),Final Width (Wf)
0,1.1496024074669942,1.1496024058780248,2.299204813345019
1,1.3498894947338886,1.0499127524933463,2.399802247227235
2,1.599923923332117,0.9999251669588771,2.599849090290994
3,1.7998199087657083,0.9998758524496383,2.7996957612153466
4,1.8971693110554764,0.9998305788674866,2.896999889922963
5,1.9499224776171094,0.9997514951242881,2.9496739727413974
6,2.035919925087059,0.944088924113843,2.9800088492009023
