,Final Radius (Rf),Final Width (Wf)
0,6.149602407466994,2.299204813345019
1,6.349889494733889,2.399802247227235
2,6.599923923332117,2.599849090290994
3,6.799819908765708,2.7996957612153466
4,6.897169311055476,2.896999889922963
5,6.949922477617109,2.9496739727413974
6,7.035919925087059,2.9800088492009023
